#N E pmin p1min pmax wmin wmax wave
14098 176768 5.2885e-13 5.2885e-13 1 0 2147483648.28297 157932.517820516
#nodeindex nodename nodeweight
0 SIAH2 5.2885e-13
1 TOX3 6.1863e-11
2 FGFR2 6.1863e-11
3 ERICH6 1.0656e-08
4 MRPS30 4.7739e-07
5 ESR1 9.6889e-07
6 POU5F1 1.6978e-06
7 STRADB 1.7635e-06
8 OR2H1 2.6578e-06
9 LSP1 6.1863e-11
10 UBD 7.9217e-06
11 PPP1R18 1.0566e-05
12 HLA-F 1.0743e-05
13 CDSN 1.6705e-05
14 DHX16 1.7677e-05
15 MDC1 1.8889e-05
16 PSORS1C1 2.0049e-05
17 CCHCR1 1.6705e-05
18 DIP2A 2.6144e-05
19 C6orf15 2.6608e-05
20 TRAK2 1.7635e-06
21 RICTOR 5.0203e-05
22 TCF19 2.4692e-05
23 ZBED9 5.7182e-05
24 CHST9 5.9441e-05
25 HLA-DRA 1.0743e-05
26 YY1AP1 9.3519e-05
27 NLRP2 9.6237e-05
28 CFB 0.00010886
29 CLIC1 0.00011953
30 TRPS1 0.00012055
31 CCDC170 0.00012556
32 MYNN 0.00012775
33 DAP3 4.7739e-07
34 PEBP4 0.00013596
35 LY6G6F 0.00014719
36 CRK 5e-10
37 SETBP1 0.0001722
38 STXBP4 0.00017275
39 ARRDC3 0.00017521
40 SPON2 0.00018618
41 ATE1 0.0002052
42 HSPA1L 0.00021052
43 TRIM26 0.00021324
44 LRRC34 0.00012775
45 HSPA1B 0.00023519
46 ZFYVE26 0.00025342
47 TUBB 0.0002573
48 CASP8 0.00013596
49 ITPR3 0.00027506
50 RAD23A 0.0002797
51 APOBEC3C 0.00028216
52 ATXN3 0.0002797
53 APOBEC3A 0.00028216
54 MOG 0.00031427
55 PADI6 0.00033128
56 MED25 0.00034172
57 FLOT1 0.00034273
58 ATP13A3 0.00034395
59 NSUN2 0.00039482
60 ASH1L 9.3519e-05
61 FKBPL 0.00041098
62 GON4L 0.00040676
63 KIF5A 4.599e-05
64 BTG4 0.00044969
65 MYO1C 5.0203e-05
66 ADAM29 0.0004572
67 FDX1 0.00046453
68 LSM2 1.7677e-05
69 PPP1R13L 0.0004774
70 DIRAS1 0.00052227
71 BIRC6 0.00052779
72 SDR9C7 0.00053486
73 HEBP2 0.00054143
74 LY6G5B 0.00014719
75 ACTRT3 0.00012775
76 NRM 5.4107e-05
77 CXCL12 9.6889e-07
78 SPPL2A 0.00059557
79 EHMT2 0.00060275
80 CLDN14 0.00061615
81 WNT9B 0.00064812
82 RASGRP4 0.00065052
83 APOBEC3D 0.00065984
84 ARHGAP9 0.00066278
85 PTOV1 0.00034273
86 ITPR1 0.00027506
87 KCNF1 0.00069554
88 MAU2 0.00072167
89 TNNT3 0.00074269
90 ZMIZ1 0.00081648
91 EPS8L1 0.00084736
92 NAF1 0.00088084
93 SIGLEC1 0.00090642
94 EFCC1 0.00090665
95 CYP19A1 9.6889e-07
96 MGAT4C 0.00092402
97 PLD2 0.00099271
98 EGFL8 0.00041098
99 LCE2D 0.001
100 OTOG 0.0010071
101 PALB2 0.0010357
102 RAD51B 0.0010357
103 CDK4 0.0010709
104 NACA 0.001107
105 CD247 8.3873e-05
106 DTX3 0.0011586
