#N E pmin p1min pmax wmin wmax wave
13877 107408 8.4623e-13 8.4623e-13 0.99467 0 2147483653.96645 59981.8583207185
#nodeindex nodename nodeweight
0 CHRNA5 8.4623e-13
1 CHRNB4 8.4623e-13
2 CHRNA3 8.4623e-13
3 IREB2 1.5055e-11
4 FAM13A 1.776e-12
5 RIN3 9.2956e-11
6 HYKK 1.1888e-09
7 ADAM19 5.1678e-09
8 FBXO38 1.5138e-07
9 THSD4 3.2797e-07
10 ABCE1 3.3088e-07
11 EEFSEC 6.2813e-07
12 ANAPC10 1.223e-06
13 GSTCD 2.7743e-11
14 SULT1A2 2.0125e-06
15 OTUD4 2.0176e-06
16 PSMA4 1.6251e-12
17 RUVBL1 3.3088e-07
18 INTS12 1.717e-06
19 HTR4 2.7829e-06
20 IL27 3.0456e-06
21 DNAL1 7.3017e-06
22 SULT1A1 9.1516e-06
23 TGFB2 1.0361e-05
24 CLN3 1.0871e-05
25 CAMK2A 1.1382e-05
26 FUT9 1.7288e-05
27 SPINK9 3.27e-05
28 RAB4B 3.7686e-05
29 WDR20 3.8892e-05
30 TET2 4.155e-05
31 APOBR 4.2016e-05
32 AGER 5.4343e-05
33 GZMA 5.6107e-05
34 PNMA1 6.8104e-05
35 POFUT1 7.0529e-05
36 EML4 7.0775e-05
37 PVALB 8.3169e-05
38 ELMSAN1 8.5092e-05
39 MTCL1 8.6367e-05
40 MBNL1 8.8857e-05
41 RNF41 8.8908e-05
42 ATP2A1 8.3169e-05
43 TMEM170A 9.4589e-05
44 PBX2 0.00011999
45 SCN3B 0.00012572
46 HIST1H4L 0.0001355
47 ATG16L2 0.00013684
48 RSAD1 0.00013688
49 NIPAL4 0.00015135
50 ZKSCAN1 0.00015179
51 ANKRD9 0.00015948
52 TRIM32 0.00018941
53 TLK2 0.00018972
54 SH2B1 0.00021125
55 ATXN2L 0.00022842
56 DSP 0.0002324
57 STAG3 0.00023969
58 RARB 0.00024732
59 CFDP1 9.4589e-05
60 TUFM 0.00027064
61 FUT11 0.00027084
62 SLC10A7 0.00027962
63 GATS 0.00031069
64 MAPT 0.00033197
65 ALKBH5 0.00034534
66 HCK 0.00036077
67 IRAK2 0.00038524
68 KANSL1 2.3947e-06
69 PDRG1 0.00040356
70 MECOM 0.00041
71 CACNB1 0.00048575
72 GRIK2 0.00049584
73 SEC24C 0.00050579
74 SOX30 0.00056252
75 RBP4 0.00057083
76 CBLC 0.00058844
77 TM9SF4 0.00061815
78 XKR7 0.0006608
79 ZSWIM8 0.00069652
80 GLIS3 0.00069723
81 NUPR1 0.00070233
82 RADIL 0.00075053
83 GAL 0.00078532
84 MRC2 0.00078866
85 WNT3 0.000821
86 DOCK5 0.00083166
87 SPPL2C 0.00083743
88 LITAF 0.0008416
89 DENND2D 0.00084438
90 PSTPIP1 0.00084448
91 RABEP2 0.0008693
92 HEXDC 0.0008697
93 MTHFSD 0.00089449
94 KIF3B 0.00091923
95 ZNF3 0.00092276
96 PPARGC1B 0.00093368
97 LAMB1 0.00097522
98 FLII 0.00097907
99 PGLYRP1 0.0010081
100 CREBRF 0.0010338
101 CEPT1 0.0011533
102 RAB11FIP2 0.0011806
103 TNXB 0.0011808
104 FGD6 0.0012023
105 GPX8 0.0012319
106 DMWD 0.0012552
107 CDC20B 0.0012905
108 DDX6 0.0013045
109 HLA-DRA 0.0013631
110 CCL14 0.0014012
111 LLGL1 0.00097907
112 C1orf106 0.0014283
113 GJA5 0.0014513
114 IPO9 0.0015117
115 MMP2 0.0015226
116 SUN5 0.0015462
117 AZGP1 0.0015713
118 REG4 0.0015858
119 DKK2 0.0015977
120 SP100 0.0016238
121 MYO15A 0.0016612
122 IGFBP4 0.0016717
123 SUDS3 0.0016959
124 DEFA1 0.001704
125 SLC9A9 0.0017099
126 CRHR1 0.0017296
127 EGLN2 0.0017509
128 TNRC6A 0.0017641
129 GAB2 0.00036077
130 MACF1 0.0018674
131 POFUT2 3.2797e-07
132 NOTUM 0.0019433
133 DNMT3A 0.0019822
134 CDK17 0.001991
135 SLC2A4 0.0020125
136 CACNG5 0.0020345
137 CDC123 0.0020377
138 BTN2A1 0.0020865
139 ACVR1B 0.0020925
140 ITGA1 0.002125
141 VGLL4 0.0021363
142 LTBR 0.0021769
143 SLAIN1 0.0021962
144 KCNG3 0.0022604
145 UFSP1 0.0022675
146 SIX5 0.0022686
147 DCAF11 0.0022862
148 NDST2 0.0023552
149 DBH 0.00078532
150 MCM7 0.00018972
151 SFTPD 0.0025147
152 GABRB2 0.0025337
153 FUT8 1.7288e-05
154 ITFG2 0.0026618
155 KAT6B 0.0026903
156 GATAD1 0.0026983
157 NSF 0.0027026
158 CAMK2G 1.1382e-05
159 FGFR4 0.0027275
160 LMBRD1 0.0027511
161 EXOC2 0.0028504
162 OOEP 0.0028529
163 CD207 0.0029243
