#N E pmin p1min pmax wmin wmax wave
13587 118697 6.7724e-15 6.7724e-15 1 0 2147483650.76285 1302635.33140132
#nodeindex nodename nodeweight
0 TERT 6.7724e-15
1 VTI1A 8.9944e-10
2 TP63 6.3826e-07
3 ERCC6 1.0146e-06
4 BTNL2 2.8631e-06
5 PSORS1C1 6.1921e-06
6 AKAP13 6.459e-06
7 ROS1 1.1571e-05
8 DSP 1.1818e-05
9 GABBR1 1.3155e-05
10 ACTR10 1.728e-05
11 WNK1 2.5729e-05
12 HLA-DPB1 2.5946e-05
13 ZNF263 2.6753e-05
14 BPTF 1.0146e-06
15 P2RY13 3.6529e-05
16 OR11A1 4.7235e-05
17 DDR1 4.7458e-05
18 ACVR1B 6.1761e-05
19 SHISA6 6.1981e-05
20 TP53BP1 6.6213e-05
21 OR2H2 6.8138e-05
22 GTF2H4 7.2345e-05
23 FGF1 8.1731e-05
24 CLPTM1L 6.7724e-15
25 HLA-DPA1 2.5946e-05
26 CLDN18 0.00012275
27 KLHL25 0.00014105
28 CHRNA3 0.00014261
29 RAB4B 0.00014809
30 NRROS 0.00014854
31 HSPA1L 0.00014943
32 HLA-A 8.8523e-05
33 PCGF6 0.00015588
34 ADAL 0.00016201
35 ZSCAN29 0.00016313
36 PDCD11 0.00018924
37 TAF5 7.2345e-05
38 MAP1A 0.00022023
39 ALDH2 0.00023163
40 PPIP5K1 0.00023452
41 PRR12 0.00024014
42 HLA-B 2.5946e-05
43 BTN3A1 0.00029359
44 NEURL1 0.00029576
45 EGLN2 0.00029647
46 TUBGCP4 0.00030493
47 HLA-DRA 8.8523e-05
48 JUP 1.1818e-05
49 IMPA1 0.00034377
50 PSCA 0.00034664
51 OCSTAMP 0.00035862
52 BTN2A1 0.00038579
53 SLC10A5 0.00040833
54 SNRNP48 0.00040948
55 NEMF 0.00047643
56 INHBC 0.00048483
57 MED12L 0.00050279
58 PPP1R18 0.00051614
59 KAT7 0.00053352
60 TRIM39 0.00054614
61 TAPBP 0.00054957
62 PITPNM1 0.00056531
63 DHX16 0.00057432
64 CUX2 0.00029576
65 MDC1 6.6213e-05
66 EHMT2 0.00070358
67 TFAP2C 0.00071569
68 FLOT1 0.00071749
69 TMEM116 0.00072117
70 DSG2 0.00031709
71 MAPKAPK5 0.00076367
72 GGTLC1 0.00080089
73 TEAD1 0.00083039
74 HAP1 0.00084073
75 HFE 0.00026653
76 THBS3 0.00088396
77 CDSN 6.1921e-06
78 BAG6 0.00094474
79 SLC5A1 0.00095667
80 NR5A1 0.00096519
81 TET2 0.0009835
82 CCL7 0.001
83 TRIM39-RPP21 0.00054614
84 PRC1 0.0010251
85 TMPRSS2 0.0010534
86 COL14A1 0.0010689
87 INA 0.0010885
88 KLHDC2 0.0011031
89 ENTPD3 0.00016201
90 BAK1 0.0011479
91 GAST 0.0012146
92 TNS1 0.0012306
93 NUMBL 0.0012478
94 PRRG2 0.00024014
95 PECR 0.0012956
96 TUBB 0.0012959
97 P2RY12 0.0012999
98 CKMT1B 0.00023452
99 CMTM8 0.0013147
100 POM121L2 0.0013586
101 FRMD5 0.0013754
102 GPATCH4 0.0013835
103 HLA-DQA2 2.5946e-05
104 LCMT2 0.0014169
105 LNX2 0.0014347
106 GOPC 0.0014839
107 CHMP4C 0.0014922
108 PPM1G 0.0015246
109 TAP2 0.00015085
110 FADD 0.0015496
111 COX7A2 0.0015575
112 RNF39 0.001558
113 YWHAB 0.0016228
114 CBLB 0.0016501
115 TULP2 0.0016954
116 NCL 6.7724e-15
117 EIF2B4 0.0017483
118 SKIV2L 0.0018086
119 MFAP3L 0.0018508
120 CDH15 0.00031709
121 GTF3C2 0.0019211
122 RNF170 0.0019311
123 ARID4A 2.8878e-05
124 MUC1 0.00031709
125 POMK 0.0020153
126 GPR87 0.0020242
127 TMEM30A 0.0020282
128 PGBD1 0.0020692
129 SDCCAG8 0.0021075
130 ERP29 0.0021106
131 CIITA 0.0021229
132 KRTCAP2 0.0021467
133 BTN3A3 0.0021488
134 SAG 0.0021513
135 NF1 0.002173
136 SNX17 0.0017483
137 HGSNAT 0.0021962
138 SIX2 0.0022126
139 PTPRCAP 0.002278
140 SNURF 0.002302
141 CALHM1 0.0023303
142 DPYSL4 0.0024077
143 RPP21 0.0024676
144 BMP1 0.0025203
145 IFT172 0.0025321
146 TRIM46 0.00088396
147 MTAP 0.0025989
148 UGT8 0.002606
149 THOP1 0.0026136
150 MRPS15 0.0026399
151 ARHGDIA 0.0026411
152 RPL14 0.0026701
153 ZNF513 0.0027
154 SYPL2 0.0027334
155 NRBP1 0.0027445
156 SESTD1 0.0027552
157 ZBTB12 0.0027882
158 MSMO1 0.0027923
159 ACVRL1 0.0028017
160 CFB 0.0028214
161 ZBED9 0.0028399
162 CABP4 0.0028463
163 TMEM230 0.0028879
164 NR2E1 0.002892
165 WDR46 0.0017385
166 FNDC4 0.0029219
