#N E pmin p1min pmax wmin wmax wave
13794 138274 5.7732e-15 5.7732e-15 1 0 2147483654.09117 916308.646743488
#nodeindex nodename nodeweight
206 SLC30A10 3.2956e-06
207 EXOC2 0.00015091
208 SIDT2 0.00048703
209 IL2 5e-10
210 HLA-DMB 5.7732e-15
211 SKA1 0.00045806
212 ASZ1 0.00050377
213 CYP26C1 0.00035252
214 STAT6 5e-10
215 ILVBL 0.00054114
216 DIXDC1 0.00046322
217 EHBP1L1 0.00056165
218 ITSN2 0.00057531
219 ICOS 0.00057575
220 EFNA1 0.00037312
221 GADD45G 0.00060136
222 JAK1 3.0386e-07
223 GSTM4 0.00020304
224 NFKBIL1 0.00064302
225 IL6R 4.4755e-07
226 SLC16A8 0.00065762
227 CDH3 0.00018193
228 MUC20 1.0588e-05
229 IL18RAP 0.00067473
230 SYDE1 0.00068331
231 SDHD 0.00068474
232 ETV3 0.00068794
233 DNM2 0.00023383
234 PRSS8 0.00072
235 MTX1 1.3006e-06
236 PAFAH1B2 0.00073243
237 TRIM43 0.00073317
238 FDXACB1 0.00073364
239 NDE1 0.00073243
240 SIK3 0.00076633
241 PCOLCE 0.00077
242 MUC1 2.8635e-09
243 DAZL 0.00077454
244 EXOC6 0.00015091
245 EP300 5.8648e-12
246 HLA-DMA 5.7732e-15
247 CNPY2 8e-04
248 HLA-DQB2 5.7732e-15
249 TNFRSF4 5.1118e-05
250 IP6K1 0.00082558
251 RELA 9.5784e-05
252 UBALD2 0.0008829
253 CNN2 0.00090216
254 BMF 0.00091125
255 TSC22D4 0.00092168
256 RNF123 0.00092233
257 CNTROB 0.00092759
258 ALG9 0.00093091
259 CNTNAP1 0.00095297
260 HSPB9 0.00097
261 LIPI 0.00097673
262 CENPO 0.00097833
263 JTB 0.00099402
264 PPP1R18 0.0010064
265 SLC22A4 0.0010347
266 EFR3B 0.0010568
267 OPA3 0.0010738
268 EIF3L 2.9e-09
269 CCDC63 0.0010766
270 GSDMA 5.9161e-07
271 KBTBD12 0.0010822
272 TRIM39 0.0010881
273 ABCA7 0.0010995
274 GUCY2D 0.00044937
275 MLX 0.0011386
276 CD247 5.7732e-15
277 FCER1A 6.4531e-08
278 DFFA 0.0012267
279 PIH1D2 0.00040675
280 CCNL2 0.0012521
281 ZNF366 0.0012732
282 CCDC61 0.0012742
283 APOA4 0.00018872
284 SULF1 0.001322
285 TMEM184B 0.0013515
286 APOM 2.1011e-10
287 LRRN1 0.0014001
288 DNAJC12 0.001422
289 SCN10A 0.0014691
290 SIPA1 0.001488
291 DNAI1 0.0014924
292 EML4 3.1495e-05
293 ANKRD54 0.0015064
294 DMRT1 0.0015345
295 ADAMTS4 0.0015436
296 VTA1 0.001545
297 MERTK 0.0015912
298 TRIM39-RPP21 0.0010881
299 SORCS1 0.0016122
300 CPTP 0.0016219
301 ABTB2 0.0016225
302 LIMK1 0.0016287
303 CD3D 5.7732e-15
304 TUBB4A 0.0016572
305 ESAM 0.0016793
306 IL22RA1 4.4755e-07
307 SLC22A5 0.0017124
308 RPF2 0.00040571
309 TPH1 0.0017339
310 L3MBTL2 1.5183e-08
311 TMEM87B 0.0017642
312 CP 0.0017817
313 SRCAP 0.00078862
314 NSMCE2 4.6207e-13
315 PICK1 0.0018505
316 TRIOBP 0.0018524
317 ERBB2 2.8635e-09
318 CNDP1 0.0018795
319 STXBP6 0.00015091
320 USP4 0.0019153
321 SLC35B1 0.0019203
322 PARP15 0.0019574
323 HNRNPH3 0.0019672
324 COX7A2L 0.0019822
325 PRRX2 0.0020543
326 CTNNBIP1 0.0021044
327 STEAP2 0.0021216
328 SERGEF 0.00048293
329 ZNF521 0.0021617
330 CORT 0.0022009
331 VAMP3 4.4198e-05
332 SLC39A1 3.2956e-06
333 GOLGA1 0.0022904
334 RUFY2 0.0023512
335 FOXA3 0.0023575
336 RNF146 0.0023819
337 COPS8 0.0024037
338 ATR 1.2167e-06
339 BRD2 0.00078862
340 ZDHHC22 0.0024314
341 CD226 0.00011851
342 SCUBE3 0.0024401
343 ACKR4 0.0024435
344 WDR26 0.0024613
345 ECHDC1 0.0023819
346 DENND4B 0.0024828
347 ARHGAP9 0.0024938
348 HSF2 0.0024999
