#N E pmin p1min pmax wmin wmax wave
13794 138274 6.7724e-15 6.7724e-15 1 0 2147483650.76285 1149268.02577211
#nodeindex nodename nodeweight
0 TERT 6.7724e-15
1 DCBLD1 1.8017e-12
2 VTI1A 8.9944e-10
3 TP63 6.3826e-07
4 ERCC6 1.0146e-06
5 AKAP13 6.459e-06
6 ROS1 1.1571e-05
7 DSP 1.1818e-05
8 GABBR1 1.3155e-05
9 ACTR10 1.728e-05
10 WNK1 2.5729e-05
11 HLA-DPB1 2.5946e-05
12 ZNF263 2.6753e-05
13 BPTF 1.0146e-06
14 P2RY13 3.6529e-05
15 TIGD7 3.9382e-05
16 DDR1 4.7458e-05
17 ACVR1B 6.1761e-05
18 SHISA6 6.1981e-05
19 TP53BP1 6.6213e-05
20 OR2H2 6.8138e-05
21 GTF2H4 7.2345e-05
22 FGF1 8.1731e-05
23 CLPTM1L 6.7724e-15
24 HLA-DPA1 2.5946e-05
25 CLDN18 0.00012275
26 KLHL25 0.00014105
27 CHRNA3 0.00014261
28 RAB4B 0.00014809
29 NRROS 0.00014854
30 HSPA1L 0.00014943
31 HLA-A 2.5946e-05
32 PCGF6 0.00015588
33 ADAL 0.00016201
34 ZSCAN29 0.00016313
35 PDCD11 0.00018924
36 LY6G6F 0.00019751
37 TAF5 7.2345e-05
38 MAP1A 0.00022023
39 ALDH2 0.00023163
40 PPIP5K1 0.00023452
41 PRR12 0.00024014
42 HLA-B 2.5946e-05
43 BTN3A1 0.00029359
44 NEURL1 0.00029576
45 EGLN2 0.00029647
46 TUBGCP4 0.00030493
47 HLA-DRA 0.00015085
48 JUP 0.00031709
49 IMPA1 0.00034377
50 PSCA 0.00034664
51 OCSTAMP 0.00035862
52 BTN2A1 0.00038579
53 SLC10A5 0.00040833
54 SNRNP48 0.00040948
55 NEMF 0.00047643
56 INHBC 0.00048483
57 MED12L 0.00050279
58 PPP1R18 0.00051614
59 KAT7 0.00053352
60 TRIM39 0.00054614
61 TAPBP 0.00054957
62 PITPNM1 0.00056531
63 ZFAND1 0.00056625
64 DHX16 0.00057432
65 CUX2 0.00029576
66 MDC1 0.00068606
67 EHMT2 0.00015588
68 TFAP2C 0.00071569
69 FLOT1 0.00071749
70 TMEM116 0.00072117
71 DSG2 0.00031709
72 MAPKAPK5 0.00076367
73 GGTLC1 0.00080089
74 TEAD1 0.00083039
75 HAP1 0.00084073
76 HFE 0.00026653
77 THBS3 0.00088396
78 CDSN 0.00091435
79 BAG6 0.00094474
80 SLC5A1 0.00095667
81 NR5A1 0.00096519
82 TET2 0.0009835
83 CCL7 0.001
84 TRIM39-RPP21 0.00054614
85 PRC1 0.0010251
86 TMPRSS2 0.0010534
87 COL14A1 0.0010689
88 INA 0.0010885
89 KLHDC2 0.0011031
